Company,Address,Phone,Fax,Email,Website,Contact person,Turnover  
Servomex BV,Willem Dreeslaan 436  2729 NK Zoetermeer ,+31 793301580,+31 793420819,info@servomex.nl,http://www.servomex.com,Mr. C.T. Cottrell,"117,286,000 EUR"
Setter House BV,Nijverheidslaan 10  3903 AP Veenendaal ,+31 318519117,+31 318495046,info@setterhouse.nl,http://www.setterhouse.nl,Mr. J. Mulder,"14,262,000 EUR"
Seventy One BV,Winde 3  5667 AX Geldrop ,+31 402809804,+31 402809899,info@coram.nl,http://www.coram.nl,Mr. N.J. Pilaar,"146,557,363 EUR"
Sew-Eurodrive BV,Industrieweg 175  3044 AS Rotterdam ,+31 104463700,+31 104155552,info@sew-eurodrive.nl,http://www.sew-eurodrive.nl,Mr. A.P.J. Verschuren,"67,277,213 EUR"
SGGS - Veromco Groningen,Protonstraat 18  9743 AL Groningen ,+31 503139044,+31 503145736,deverfgrossier.groningen@saint-gobain.com,http://www.deverfgrossier.nl,Mrs. J. Morsink,"148,731,000 EUR"
SGS Nederland Holding BV,Malledijk 18  3208 LA Spijkenisse ,+31 181693333,+31 181623566,sgs.nl@sgs.com,http://www.sgs.com,Mr. H.P.M. de Werd,"164,143,000 EUR"
Sharp Electronics Benelux BV,Meidoornkade 10  3992 AE Houten ,+31 306359500,+31 306359595,info@sharp.nl,http://www.sharp.nl,Mr. E.J. van Schuppen,"68,550,000 EUR"
Shell Chemicals Europe BV,Weena 70  3012 CM Rotterdam ,+31 102317000,+31 104415466,info@shellchemicals.nl,http://www.shellchemicals.com,Mr. J.G.M. Eggels,"5,990,400,000 EUR"
Shell Information Technology International BV,"Carel van Bylandtlaan 30  2596 HR Gravenhage,'s- ",+31 703038911,+31 703034939,,http://www.shell.nl,Mr. A.C. Dorland,"648,937,000 EUR"
Sher Holland BV,Legmeerdijk 313  1431 GB Aalsmeer ,+31 297395800,+31 297395900,info@sher.nl,http://www.sher.nl,Mr. G. Barnhoorn,"67,769,901 EUR"
Shimano Benelux BV,Industrieweg 24  8071 CT Nunspeet ,+31 341272327,+31 341272291,info@shimano.com,http://www.shimano-benelux.com,Mr. J.C.M. van Rooij,"53,209,887 EUR"
Ship's Equipment Centre Groningen BV,Duinkerkenstraat 40  9723 BT Groningen ,+31 503138969,+31 503123535,info@sec-groningen.nl,http://www.sec-groningen.nl,Mr. M. van der Valk,"181,506,000 EUR"
Shopex - New Store Europe BV,"Zilverenberg 3  5234 GL Hertogenbosch,'s- ",+31 736466222,+31 736466200,contact@shopex.com,http://www.shopex.com,Mr. E. Heeg,"74,332,000 EUR"
Sieben B.V.,Maasbreeseweg 48  5981 NB Panningen ,+31 774621541,+31 774622565,info@sieben.nl,http://www.sieben.nl,  ,"6,351,843 EUR"
Sieben BV,Maasbreeseweg 48  5981 NB Panningen ,+31 774621541,+31 774622565,info@sieben.nl,http://www.sieben.nl,  ,"6,351,843 EUR"
Siebrand B.V.,Spoorstraat 12  8271 RH IJsselmuiden ,+31 383313041,+31 383318729,Info@siebrand.nl,http://www.siebrand.nl,Mr. J. Nankman,"13,907,600 EUR"
Sieca-Repro BV,Turbineweg 20  2627 BP Delft ,+31 152561919,+31 152565606,sieca@sieca.nl,http://www.sieca.nl,Mr. B.L. Rupp,"37,500,000 EUR"
Siemens Healthcare Diagnostics BV,"Prinses Beatrixlaan 800  2595 BN Gravenhage,'s- ",+31 703333333,+31 703332050,,http://www.siemens.nl/diagnostics,Mr. J. Rothuizen,"985,000,000 EUR"
Sijben Wooncenter BV,Maasnielderweg 33  6042 CX Roermond ,+31 475392828,+31 475311579,info@sijben.nl,http://www.sijben.nl,Mr. R. Geerkens,"25,000,000 EUR"
Sika Nederland BV,Zonnebaan 56  3542 EG Utrecht ,+31 302410120,+31 302414482,info@nl.sika.nl,http://www.sika.nl,Mr. P. Nieuwpoort,"20,000,000 EUR"
Sikkens Verkoop Nederland BV,Franklinstraat 3  6003 DK Weert ,+31 495457945,+31 495457941,,http://www.sikkensverkoop.nl,Mr. C.F.W. Ekelmans,"21,989,000 EUR"
Silverstreet BV,Karolusstraat 20 A  4903 RJ Oosterhout ,+31 134690886,+31 134690887,info@silverstreet.nl,http://www.silverstreet.nl,Mr. S. Landsheer,"5,601,158 EUR"
Sim Holland BV,Ketelweg 26  3356 LE Papendrecht ,+31 786418000,+31 786418080,info@sim-holland.nl,http://www.sim-holland.nl,Mr. H. Dubbeld,"8,000,000 EUR"
Sim-Industries BV,Hub van Doorneweg 8  2171 KZ Sassenheim ,+31 252466155,+31 252210097,info@sim-industries.com,http://www.sim-industries.com,Mr. F.P. uit den Bogaard,"78,555,000 EUR"
Simac Quadcore BV,De Run 1101  5503 LB Veldhoven ,+31 402582100,+31 402582121,info@simacquadcore.nl,http://www.simacquadcore.nl,Mr. H.J.M.L. Heuberger,"167,267,000 EUR"
Simco (Nederland) BV,Aalsvoort 74  7241 MB Lochem ,+31 573288333,+31 573257319,general@simco-ion.nl,http://www.simco-ion.nl,Mr. J.W.M. Geurts,"194,759,000 EUR"
Simon Homburg jr. Nijmegen BV,Metaalweg 15  6551 AC Weurt ,+31 243784659,+31 243773140,info@simonhomburg.com,http://www.simonhomburg.com,Mr. S. Homburg,"8,445,000 EUR"
Siniat BV,Oosterhorn 32 -34  9936 HD Farmsum ,+31 596649300,+31 596617188,info@lafargegips.nl,http://www.lafargegips.nl,Mr. E.G. Oberfichtner,"41,974,000 EUR"
SJB Petroleum Products BV,Slagveld 15  3231 AN Brielle ,+31 181475400,+31 181475495,sjb@sjb.com,http://www.sjb.com,Mrs. C. Lauryssen-Brouwer,"645,172,792 EUR"
Skantrae BV,Mega 1  6902 KL Zevenaar ,+31 316586600,+31 316586690,info@skantrae.com,http://www.skantrae.com,Mr. A. Schouten,"896,241,000 EUR"
Skyworks BV,Industrieweg 7 -11  2651 BC Berkel en Rodenrijs ,+31 105140050,+31 105140055,info@skyworks.nl,http://www.skyworks.nl,Mr. W.G. van 't Slot,"15,114,531 EUR"
Slaapstad BV,Christiaan Huygensstraat 35  2665 KX Bleiswijk ,+31 105292525,+31 105292539,info@oaseslaapkamers.nl,http://www.oaseslaapkamers.nl,Mr. M. Kühlman,"11,352,394 EUR"
Sleegers Quality Meat Products BV,Loonseweg 24  5527 AC Hapert ,+31 497381742,+31 497386740,sales@sleegers.biz,http://www.beelen.com,Mr. W.J.R.J. Sleegers,"10,000,000 EUR"
Sligro BV,Corridor 11  5466 RB Veghel ,+31 413343500,+31 413341520,akapteijns@sligro.nl,http://www.sligro.nl,Mr. K.M. Slippens,"235,915,000 EUR"
Slurink BV,Buiten Walevest 1  3311 AD Dordrecht ,+31 786133177,+31 786134185,info@slurink.nl,http://www.slurink.nl,Mr. B. Slurink,"132,661,484 EUR"
Smartwares Safety & Lighting BV,Broekakkerweg 15  5126 BD Gilze ,+31 161455363,+31 161455999,info@rooselectronics.com,http://www.elro.eu,Mr. J.P.M. Sandberg,"279,613,980 EUR"
Smeermiddelen Industrie De Oliebron BV,Merwedeweg 17  3336 LG Zwijndrecht ,+31 786101122,+31 786102220,info@oliebron.nl,http://www.deoliebron.nl,Mr. L.S.M. Niessen,"109,407,000 EUR"
Smeva BV,John F. Kennedylaan 25 -27  5555 XC Valkenswaard ,+31 402073200,+31 402073220,info@smeva.nl,http://www.smeva.nl,Mr. C.H.G. Smets,"50,272,889 EUR"
SMF Tools BV,Kanaaldijk N.W. 73  5707 LC Helmond ,+31 492599882,+31 492599232,info@smftools.com,http://www.smftools.com,Mr. A. Sonnemans,"430,000,000 EUR"
Smit & Dorlas Koffiebranders BV,Nijverheidsweg 1  3641 RP Mijdrecht ,+31 297284000,+31 297284080,verkoop@smitdorlas.nl,http://www.smitdorlas.nl,Mr. R. de Laat,"321,371,000 EUR"
Smith & Nephew B.V.,Kruisweg 637  2132 NB Hoofddorp ,+31 206543999,+31 206532099,holland.info@smith-nephew.com,http://www.smithnephew.nl,Mr. J.M. Vos,"42,032,480 EUR"
Smith & Nephew BV,Kruisweg 637  2132 NB Hoofddorp ,+31 206543999,+31 206532099,holland.info@smith-nephew.com,http://www.smithnephew.com,Mr. H. Egberink,"2,071,284,000 EUR"
Smits Machinefabriek En Scheepsreparatie B.V.,Ijsseldijk 97  2901 BR Capelle aan den IJssel ,+31 102584255,+31 180510946,info@smits-mf.com,http://www.smits-mf.com,Mr. G. Smits,"6,000,000 EUR"
Smits Rolluiken en Zonwering BV,De Hork 11  5431 NS Cuyk ,+31 485315667,+31 485322371,smits@smitsrolluiken.nl,http://www.smitsrolluiken.nl,Mr. M. Willemse,"17,500,000 EUR"
Smolders Houtindustrie BV,Dorpsstraat 86  5556 VL Valkenswaard ,+31 402068255,+31 402068768,info@smolders-pallets.nl,http://www.smolders-pallets.nl,Mr. E.P.M.M. Smolders,"6,037,535 EUR"
Snap-On Europe Holding BV,Vossenbeemd 113  5705 CL Helmond ,+31 205682666,+31 206947962,,http://www.snapon.com/nl,Mr. M.P. Kwekkeboom,"135,000,000 EUR"
Snel Industrie voor Karton en Papierveredeling BV,Nijverheidstraat 22  6681 LN Bemmel ,+31 263250863,+31 263255003,rtheunissen@snelbv.nl,http://www.snelbv.nl,Mr. A.A. Snel,"7,776,877 EUR"
Snel Staal BV,Zadelmakerstraat 76  1991 JE Velserbroek ,+31 235352424,+31 235365531,info@snelstaal.nl,http://www.snelstaal.nl,Mr. N.J.C. Schoutsen,"11,000,000 EUR"
Snijtech BV,Janesloot 1  8502 TL Joure ,+31 513637250,+31 513417704,info@snijtech.nl,http://www.snijtech.nl,  ,"12,287,000 EUR"
Software Ag Nederland BV,"Loire 162  2491 AL Gravenhage,'s- ",+31 703012040,+31 703012041,info@softwareag.nl,http://www.softwareag.nl,Mr. F. de Boer,"25,015,267 EUR"
Sogos Consultants B.V.,D S M weg 5 A  7741 KD Coevorden ,+31 524552616,+31 524552962,,http://www.sogos.nl,Mr. J.G. Krooshoop,"21,448,000 EUR"
Sokkia BV,Essebaan 11  2908 LJ Capelle a.d. IJssel ,+31 107519300,+31 107519301,karin.timmers@topcon.eu,http://www.sokkia.net,Mr. J.J.M. van der Weijden,"171,535,000 EUR"
Solfruit International BV,Handelsweg 120  2988 DC Ridderkerk ,+31 180693500,+31 180693510,info@solfruit.nl,http://www.solfruit.nl,Mr. J. Knikkink,"39,911,934 EUR"
Solvay Chemie BV,Schepersweg 1  6049 CV Herten ,+31 475384888,+31 475384804,,http://www.solvay.com,Mr. L. Cardon,"65,659,000 EUR"
Somers Kantoor- en Garderobemeubilair BV,Industrieweg 68  5145 PW Waalwijk ,+31 416333031,+31 416342810,info@somersbv.nl,http://www.somersbv.nl,Mr. A. Bierkens,"5,221,834 EUR"
Somfy Nederland BV,Diamantlaan 6  2132 WV Hoofddorp ,+31 235614344,+31 235615823,info@somfy.nl,http://www.somfy.nl,Mr. S. van Witzenburg,"980,332,000 EUR"
Sonoco Nederland BV,Vierde Broekdijk 2  7122 JD Aalten ,+31 543495495,+31 543471835,Hennie.Bijen@sonoco.com,http://www.sonoco.com,Mr. J. de Boer,"9,995,000 EUR"
Sonoco Plastics BV,Veilingweg 24  2651 BE Berkel en Rodenrijs ,+31 104554344,+31 104551298,info@sonoco-crellin.nl,http://www.sonoco-crellin.nl,Mr. M. Müller,"9,451,000 EUR"
Sony Pictures Home Entertainment B.V.,Marathon 2  1213 PH Hilversum ,+31 356250750,+31 356250777,,,Mr. P.J.A. Swaelens,"21,974,000 EUR"
Sony Supply Chain Solutions (Europe) BV,Dongenseweg 200  5047 SH Tilburg ,+31 135157515,+31 135157516,noud.versleijen@eu.sony.com,,Mr. G.D. de Witt,"104,353,000 EUR"
Spaansen Bouwsystemen BV,Scheidersweg 6  1731 LX Winkel ,+31 224541844,+31 224541378,systeemvloeren@spaansen.nl,http://www.spaansen.nl,  ,"12,500,000 EUR"
Spadel Nederland B.V.,Brieltjenspolder 28  4921 PJ Made ,+31 162690760,+31 162690761,spadelnl@spawater.com,http://www.spa.nl,  ,"102,911,294 EUR"
Spanbeton B.V.,Hoogewaard 209  2396 AS Koudekerk aan den Rijn ,+31 713419115,+31 713412101,info@spanbeton.nl,http://www.spanbeton.nl,Mr. H.P. de Kruyf,"189,313,000 EUR"
Spandex Benelux BV,Koningsschot 39  3905 PR Veenendaal ,+31 318530111,+31 318527960,info@spandex.nl,http://www.spandex.nl,Mr. J. de Backer,"12,123,000 EUR"
Spar Distributiecentrum Noord B.V.,Opaalstraat 11  1812 RH Alkmaar ,+31 725146262,+31 725146308,,"http://www.spar.nl, http://www.difs.nl",Mr. J. Kranendonk,"1,574,759,000 EUR"
Specialized Europe BV,"Zeddamseweg 84 B  7041 CT Heerenberg,'s- ",+31 314676600,+31 314676676,info@specialized.com,http://www.specialized.com,Mr. E. Fierkens,"153,920,258 EUR"
Speeko BV,Spectrumlaan 5  2665 NM Bleiswijk ,+31 793466030,+31 793466022,info@trescon.nl,http://www.speeko.nl,  ,"34,120,341 EUR"
Speelhoorn BV,Winthontlaan 8  3526 KV Utrecht ,+31 302855000,+31 302817377,info@toysxl.nl,http://www.toysxl.nl,Mr. G.J. Assies,"44,895,242 EUR"
SPIE Building Systems,Huifakkerstraat 15  4815 PN Breda ,+31 765445333,+31 765810925,info.beheer@spie.com,"http://www.spie-nl.com/, http://www.spie.com/",Mr. N. Jager,"220,000,000 EUR"
Spie Controlec Engineering BV,De Brauwweg 74 -82  3125 AE Schiedam ,+31 104090400,+31 104090399,info@spie.controlec.nl,http://www.spie.com,Mr. S. Ansenhofer,"315,341,000 EUR"
SPIE Industrie,Limmelderweg 6  6222 PB Maastricht ,+31 436049400,+31 436049401,info.beheer@spie.com,"http://www.spie-nl.com, http://www.spie.com",Mr. R. van Dongen,"220,000,000 EUR"
SPIE Nederland B.V.,Huifakkerstraat 15  4815 PN Breda ,+31 765445444,+31 765710430,info.beheer@spie.com,http://www.spie-nl.com,Mr. C.M. Kloet,"102,600,000,000 EUR"
Spie Nederland BV,Huifakkerstraat 15  4815 PN Breda ,+31 765445444,+31 765710430,info.beheer@spie.com,http://www.spie-nl.com,Mr. C.M. Kloet,"126,587,000 EUR"
SPIE- Asset Management,De Brauwweg 74 -82  3125 AE Schiedam ,+31 104090400,+31 104090499,info.beheer@spie.com,http://www.spie-nl.com,Mr. C.M. Kloet,"220,000,000 EUR"
SPIE-Infra,Huifakkerstraat 15  4815 PN Breda ,+31 76544533,+31 765445496,info.beheer@spie.com,"http://www.spie-nl.com, http://www.spie.com",Mr. C.M. Kloet,"220,000,000 EUR"
Spijker Kwasten BV,Gooiland 55  1948 RD Beverwijk ,+31 251267777,+31 251267732,sales@diy.nl,http://www.spijker-kwasten.nl,Mr. S.A. Steendijk,"279,613,980 EUR"
Spirac BV,Den Engelsman 16 A  6026 RB Maarheeze ,+31 495430203,+31 495497452,info.spirac@budel.net,http://www.spirac.com,Mr. J.A.K.T. Ramen,"5,000,000 EUR"
Spoorzicht BV,Veenweg 55 -2  7336 AE Apeldoorn ,+31 555335980,+31 555428219,info@spoorzicht.nl,http://www.spoorzicht.nl,Mr. W.D. Krommenhoek,"5,800,000 EUR"
St. Jude Medical Nederland BV,Standaardruiter 13  3905 PT Veenendaal ,+31 318583250,+31 318583255,infonl@sjm.com,http://www.sjm.com,Mr. J.A.M.G. Biermans,"65,826,123 EUR"
Staalbouw Gebr. Huys BV,Floralaan 9  5928 RB Venlo ,+31 773870288,+31 773829665,,,  ,"6,072,000 EUR"
Staalservice Zuidbroek BV,Industrieweg 6  9636 DB Zuidbroek ,+31 598451227,+31 598452006,info@staalservicezuidbroek.nl,http://www.staalservicezuidbroek.nl,Mr. W.J.B. Grol,"45,000,000 EUR"
Stalad Project Inrichting Aduard BV,Albert Harkemaweg 70  9831 TA Aduard ,+31 504031331,+31 504031897,stalad@stalad.nl,http://www.stalad.nl,Mr. G. Kroon,"8,961,244 EUR"
Standaart's Vloerenbedrijf BV,Elandstraat 91  2901 BK Capelle a.d. IJssel ,+31 104509555,+31 104512469,info@standaart-groep.nl,http://www.standaart-groep.nl,Mr. J. van den Berg,"10,004,717 EUR"
Stanley Works (Nederland) B.V.,Martinus Nijhofflaan 2  2624 ES Delft ,+31 157890100,+31 497536084,BOSTITCH.BENELUX@STANLEYWORKS.COM,,Mr. P. Roelofsen,"21,214,584 EUR"
Staples Nederland BV,Rondebeltweg 102  1329 BH Almere ,+31 884545000,+31 365476999,info@intercambio.nl,http://www.corporateexpress.nl,Mr. T.W.C.M. van Brandenburg,"368,410,000 EUR"
Starbucks Manufacturing Emea BV,Accraweg 19  1047 HJ Amsterdam ,+31 204076500,+31 204076481,info@starbucks.com,http://www.starbucks.com,Mr. E.M. Sikes,"286,217,379 EUR"
Steinzeug-Keramo BV,Stationstraat 9  5951 AW Belfeld ,+31 774751456,+31 774751419,info@euroceramic.nl,http://www.euroceramic.nl,Mr. P.W. Taylor,"19,801,516 EUR"
Stephar BV,Van der Giessenweg 5  2921 LP Krimpen a.d. IJssel ,+31 180450450,+31 180515163,info@stephar.nl,http://www.stephar.nl,Mr. A.A. Swijter,"964,169,000 EUR"
Stertil-A.T.N. BV,Bergweidedijk 7  7418 AB Deventer ,+31 570500500,+31 570624644,info@stokvis-equipment.nl,http://www.stokvis-equipment.nl,Mr. A.C. van den Berg,"366,183,000 EUR"
Stichting Apenheul,J.C. Wilslaan 21 -31  7313 HK Apeldoorn ,+31 553575757,+31 553575701,office@apenheul.nl,http://www.apenheul.nl,Mr. C.E. de Ruiter,"9,101,374 EUR"
Stichting Fair Trade Original,Beesdseweg 5  4104 AW Culemborg ,+31 345545151,+31 345521423,post@fairtrade.nl,http://www.fairtrade.nl,Mr. M.F.J. Jansen,"17,800,000 EUR"
Stichting International Dispensary Association,Slochterweg 35  1027 AA Amsterdam ,+31 204033051,+31 204031854,info@idafoundation.org,http://www.idafoundation.org,Mrs. B. Cahuzak,"85,590,000 EUR"
Stigterstaal BV,Avelingen-Oost 5  4202 MN Gorinchem ,+31 183633788,+31 183633427,info@stigterstaal.nl,http://www.stigterstaal.nl,Mr. L.A. Smaal,"53,230,000 EUR"
Stiho BV,Laagraven 44  3439 LK Nieuwegein ,+31 302808280,+31 302806230,info@destihogroep.nl,http://www.destihogroep.nl,Mr. P. Pelt,"287,788,000 EUR"
Still Intern Transport BV,Nijverheidsweg 5  3341 LJ Hendrik-Ido-Ambacht ,+31 786845200,+31 786845299,info@still.nl,http://www.still.nl,Mr. V.H. Halma,"64,102,000 EUR"
Stinis Holland B.V.,Dorpsstraat 130  2931 AG Krimpen aan de Lek ,+31 180514655,+31 180516190,info@stinis.com,,Mr. N. Stinis,"26,000,000 EUR"
Stokvis Equipment (Nederland) BV,Bergweidedijk 7  7418 AB Deventer ,+31 570500500,+31 570624644,info@stokvis-equipment.nl,http://www.stokvis-equipment.nl,Mr. A.C. van den Berg,"366,183,000 EUR"
Stokvis Tapes Nederland BV,Van Hennaertweg 10  2952 CA Alblasserdam ,+31 786992100,+31 786992199,info@stokvistapes.nl,http://www.stokvistapes.com,Mr. A. van der Stel,"194,759,000 EUR"
Stolk & Reese Kuvert b.v.,Palladiostraat 39 -41  3066 AH Rotterdam ,+31 334602802,+31 102866031,info@sr-kuvert.nl,http://www.sr-kuvert.nl,Mr. H. Wouters,"13,000,000 EUR"
Stolp International BV,Voltaweg 26  3752 LP Bunschoten-Spakenburg ,+31 332991711,+31 332984224,sales@stolp-int.com,http://www.stolp-int.com,Mr. J.W. Heijnen,"76,987,698 EUR"
Stopaq BV,Gasselterstraat 20  9503 JB Stadskanaal ,+31 599696170,+31 599696177,info@stopaq.com,http://www.stopaq.com,Mr. F. Doddema,"13,500,000 EUR"
Stork Gears & Services BV,Pannerdenstraat 5  3087 CH Rotterdam ,+31 104873500,+31 104291129,info.gears@stork.com,http://www.stork-gears.com,Mr. W.H.J.C.M. Oomens,"1,626,000,000 EUR"
Storteboom Cuijk BV,Laagveld 16  5431 NX Cuyk ,+31 485318800,+31 485318848,,http://www.2sisters.nl,Mr. R.S.R.J. Oost,"60,615,053 EUR"
Straaltechniek International BV,Innovatiepark 24  4906 AA Oosterhout ,+31 162748010,+31 162748011,info@straaltechniek.net,http://www.straaltechniek.net,Mr. A.W.M. Gielen,"7,007,176 EUR"
Strapex Nederland BV,Sterrebaan 10  3542 DK Utrecht ,+31 302480311,+31 302411654,info@strapex.nl,http://www.strapex.nl,Mr. T. van Grootel,"194,759,000 EUR"
Struik & Hamerslag BV,Industriestraat 4  3291 CC Strijen ,+31 786742800,+31 786741192,info@struikinterious.nl,http://www.struikinterious.nl,Mr. M. Struik,"13,000,000 EUR"
Strukton Groep NV,Westkanaaldijk 2  3542 DA Utrecht ,+31 302486911,+31 302486466,info@strukton.com,http://www.strukton.com,Mr. G.P. Sanderink,"1,300,000,000 EUR"
Stuurman Logistics BV,1e Barendrechtseweg 64  2992 XC Barendrecht ,+31 180596666,+31 180550188,info@stuurman.nl,http://www.stuurman.nl,Mr. C. Vreugdenhil,"10,000,000 EUR"
Suit Supply BV,Joop Geesinkweg 209  1096 AV Amsterdam ,+31 206533534,+31 206532903,info@suitsuply.com,http://www.suitsuply.com,Mr. F.M. de Jong,"51,317,431 EUR"
Sulzer Chemtech Nederland BV,Minervum 7439 G  4817 ZG Breda ,+31 765723670,+31 344620538,ctnl@sulzer.com,http://www.sulzer.com,Mr. F.A.C. Nulle,"228,874,000 EUR"
Sulzer Pumps (Benelux) BV,Molenstraat 32  4758 AB Standdaarbuiten ,+31 165319393,+31 165312828,frank.kerstens@sulzer.com,http://www.sulzerpumps.com,Mr. F.J.M. Kerstens,"228,874,000 EUR"
Sulzer Turbo Services Venlo B.V.,Spikweien 36  5943 AD Lomm ,+31 774738666,+31 774732785,sulzertsvenlo@sulzer.com,http://www.sulzerts.com,Mr. B. Doorenbos,"325,028,000 EUR"
Sun Chemical BV,Leeuwenveldseweg 3 T  1382 LV Weesp ,+31 294492100,+31 294492119,,http://www.sunchemical.com,Mr. G.R.E. Jurgens,"104,802,000 EUR"
Sun Test Systems BV,Nijverheidslaan 15 -17  1382 LG Weesp ,+31 294465500,+31 294415033,info@suntestsystems.nl,http://www.suntestsystems.nl,Mr. R.A. van Dijkhuizen,"10,057,593 EUR"
Sunmaster Nederland BV,Patroonstraat 9  3861 RN Nijkerk ,+31 332463131,+31 332463563,info@sunmaster.nl,http://www.sunmaster.nl,Mr. C.A. Kollen,"7,000,000 EUR"
Sunway (Benelux) BV,Overijsselhaven 30  3433 PH Nieuwegein ,+31 306083100,+31 306048425,info@sunway.nl,http://www.sunway.nl,Mr. G.J.M. Hassink,"1,832,240,000 EUR"
Super de Boer N.V.,Disketteweg 2-4 2-4  3821 AR Amersfoort ,+31 334547777,+31 334547454,,http://www.superdeboernv.nl,  ,"4,100,000,000 EUR"
Superstar BV,Celsiusstraat 2  1704 RW Heerhugowaard ,+31 883225500,+31 725742551,pm@coltex.nl,http://www.sps-superstar.nl,Mr. A. Elzas,"164,337,000 EUR"
Svedex Deuren BV,Svedexweg 21  7051 DN Varsseveld ,+31 315259911,+31 315259275,info@svedex.nl,http://www.svedex.nl,Mr. C. Klaver,"103,679,100 EUR"
Swarovski Handelsonderneming Benelux BV,IJsselmeerstraat 300  1784 MB Den Helder ,+31 223660500,+31 223660636,customer_relations.bnl@swarovski.com,http://www.swarovski.com,Mr. M.P. Jansen,"24,563,081 EUR"
Swedish Match Lighters BV,A.H.G. Fokkerstraat 5  9403 AM Assen ,+31 592376888,+31 592344487,info@cricketlighters.com,http://www.cricketlighters.com,Mr. P. Verhoog,"38,716,000 EUR"
Swiss Sense BV,Jagersveld 15  5405 BW Uden ,+31 413820820,+31 413820821,info@swisssense.nl,http://www.swisssense.nl,Mrs. S. Geisberg,"27,250,740 EUR"
Synbra Technology BV,Zeedijk 25  4871 NM Etten Leur ,+31 168373373,+31 168373363,info@synbra-tech.nl,http://www.synbra-technology.nl,Mr. J. Noordegraaf,"267,688,000 EUR"
Syncom BV,Kadijk 3  9747 AT Groningen ,+31 505757272,+31 505757399,info@syncom.nl,http://www.syncom.nl,Mr. T.R. Vries,"11,800,000 EUR"
Syndus H. BV,Industrieweg 32  4538 AJ Terneuzen ,+31 115644500,+31 115644549,sales.service@amerplastics.com,http://www.amerplastics.com,Mr. J.J.M. Heijens,"6,600,000 EUR"
Syngenta Seeds BV,Westeinde 62  1601 BK Enkhuizen ,+31 228366411,+31 228312818,frank.kemp@syngenta.com,http://www.syngenta.com,Mr. C. Acda,"274,000,000 EUR"
Synprodo BV,Nieuweweg 235  6603 BM Wijchen ,+31 246491911,+31 246415106,info@synprodo.nl,http://www.synprodo.nl,Mr. P. de Bruijn,"267,688,000 EUR"
Systemplus Logisticservice BV,"Industriestraat 10  7041 GD Heerenberg,'s- ",+31 314678480,+31 314664246,info@wimbosman.nl,http://www.wimbosman.nl,Mr. W.P. Bosman,"289,149,052 EUR"
T. Benschop BV,Bleiswijkseweg 39  2712 PB Zoetermeer ,+31 793300123,+31 793300111,info@benschop.nl,http://www.benschop.nl,Mr. J. de Boer,"74,332,000 EUR"
T. van der Plas BV,Bijlestaal 1  1721 PT Broek op Langedijk ,+31 226332999,+31 226332998,info@vanderplassprots.nl,http://www.vanderplassprouts.nl,Mr. T. van der Plas,"6,000,000 EUR"
T.M. Audio Holland BV,Proostwetering 50  3543 AH Utrecht ,+31 302414070,+31 302414207,info@tmaudio.nl,http://www.tm.audio.nl,Mr. M.H. Kocks,"46,430,763 EUR"
