COMPANY,FSC_CODE,COUNTRY,CONTINENT,ADDRESS,CONT_PER,TELEPHONE,FAX,EMAIL,WEBSITE,ISSUDATE,EXPDATE,PRODUCTS
Li & Co GmbH,SCS-COC-00579,Switzerland,Europe,Palü Daint CH-7537 Müstair/GR,Mr. Edwin Lingg,00 41-81-8503838,00 41 -81-8503839,licoch@bluewin.ch ,www.lico-ch.com,09.10.03,09.10.08,"Manufacturer of flooring. A minimum percentage (as stated on on-product labels, invoices, and product descriptions) of the wood used in making the product line is FSC-certified."
Amarena AG,SQS-COC-22339,Switzerland,Europe,Schlossmatte 51 CH-3032 Hinterkappelen,Mr. Thomas Gerber,+41 31 904 04 00,+41 31 904 04 01,info@amarena-ag.ch ,,05.09.03,04.09.08,Furnitures and equipement made of FSC-certified solid timber and compound materials
Hunter Douglas Window Fashions,SW-COC-1126,United Kingdom,Europe,"Luxaflex Stockport, Mersey Industrial Estate Heaton Mersey, Stockport, SK4 3EQ,",Mr. Frank Gallagher,+44 161 432 5303,+44 161 431 5087,frank.gallagher@luxaflex-sunway.co.uk ,www.luxaflex.com,15.01.04,14.01.09,Window blinds Wooden window blinds
Oxford Timber Audits – Group Certification,SGS-COC-1654,United Kingdom,Europe,8 Marsh Baldon Oxford OX44 9LW,John Barne,01865 343624,john@barne.freeserve.co.uk ,,19.02.04,18.02.09,"Garden furniture, brush components and tables",
Intermarine Limited,SGS-COC-1639,United Kingdom,Europe,9 Freemantle Business Centre Millbrook Road East Southampton SO15 1JR,Tim Gregory,02380 231332,02380 337721,info@intermarine.ltd.uk ,,11.02.04,10.02.09,Floating walkways
Hills Panel Products Ltd,TT-COC-1907,United Kingdom,Europe,Mr A Bolton Hills Panel Products Ltd Scottfield Road Oldham OL8 1LA,Mr A Bolton,Fax: ,,16.02.04,15.02.09,Chipboard and melamine faced chipboard,,
Bayram Timber Ltd,TT-COC-1929,United Kingdom,Europe,Bayram Timber Ltd Gibson lane Melton North Ferriby N Humberside HU14 3 HF,Mr Ron McGlone,01482 633 388,01482 633 751,Ronm@bayramtimber.co.uk ,,26.02.04,25.02.09,FSC certified sawn softwood
TBS (South Wales) Ltd,TT-COC-1930,United Kingdom,Europe,Triumph Works The Willows Merthyr Tydfil Mid-Glamorgan CF48 1YH,01685 384 041,01685 352 245,Pidzi@triumph-tbs.com ,,26.02.04,25.02.09,Wooden components for metal office storage equipment,
J.J. Sweeney Limited,SGS-COC-1635,United Kingdom,Europe,170 Rush Green Road Rush Green Romford RM7 0JU,Michael Simpson,01708 724477,01708 761217,skill@jjsweeney.co.uk ,,27.01.04,26.01.09,Carpentry and joinery products for fixing
Harlow Bros Ltd,TT-COC-1792,United Kingdom,Europe,"Long Whatton, Loughborough, Leicestershire, LE12 5DE",Mr Paul Harlow,01509 842 561,01509 843 577,p.harlow@harlowbros.co.uk ,,23.02.04,22.02.09,"Softwoods, Hardwoods, Plywood, Chipboard, Oriented Strand Board (OSB), Medium Density Fibreboard (MDF) and MDF Mouldings."
Boxon Nordtra Ltd,TT-COC-1866,United Kingdom,Europe,The Old Stables 7 North End Farndon Newark Nottingham NG24 3SX,John Lewington,01636 672532,01636 605239,John@boxonnordtra.com ,,03.11.03,02.11.08,"The Purchasing, Sale and Distribution of Sawn and planed timber products, timber components including laminated and finger-jointed components, furniture, doors and door blanks made from FSC endorsed timber."
Timber Centre,TT-COC-1895,United Kingdom,Europe,"PO Box 21 Boroughbridge Road, Ripon North Yorkshire",Paul Robertson,0113 270 6837,0113 277 0179,Paul.Robertson@centers.co.uk ,,09.02.04,08.02.09,"Flooring Grade Chipboard, MDF and OSB"
Westland Horticulture,SGS-COC-1614,United Kingdom,Europe,Granville Road Industrial Estate Dungannon BT70 1HG,Graeme Treadwell,02887 727500,02887 7723800,westlandhorticulture.com ,,14.01.04,13.01.09,Bark products
Hafele (UK) Ltd,TT-COC-1523,United Kingdom,Europe,Swift Valley Industrial Estate Rugby Warwickshire CV21 1RD,Ms Marion Selley,Fax: ,,08.03.04,07.03.09,"Wooden furniture knobs, handles and proposed wooden kitchen accessories such as wood chopping boards. Products will be supplied in Oak (Quercus supp), Beech (Fagus sylvatica) and Pine (Pinus sylvestris).",,
Buildbase,SA-COC-1331,United Kingdom,Europe,"Gemini One, 5520 Oxford Business Park, Cowley, Oxford. OX4 2LL",Stephen Thompstone,01865 871700,01865 712662,stephen.thompstone@buildbase.co.uk ,,09.03.04,08.03.09,
S. H. Fosters International,SA-COC-1332,United Kingdom,Europe,"Hardwick Grange, 26-27 Melford Court, Woolston, Warrington, Cheshire. WA1 4RZ",Marie Stokes,Fax: ,,16.02.04,15.02.09,cut & edged melamine faces chipboard (min. 30%),,
Howarth Timber & Building Supplies Ltd.,TT-COC-1514,United Kingdom,Europe,"1 Bruce Grove, London, N17 6RA",Mr Dick Robbins,020 8808 4337,020 8808 4707,Sales.tottenham@howarth-timber.co.uk ,,16.03.04,15.03.09,"Chipboard, MDF, OSB, Plywood."
W. Howard,SA-COC-1335,United Kingdom,Europe,"Lower Green Lane, Astley Green, Manchester. M29 7JZ",Jonathon Grant,01942 882245,01942 891 544,jonathan@whoward.co.uk ,,23.02.04,22.02.09,"Skirting boards, architrave, and window board made from standard, fire retardant and moisture resistant Medium Density Fiberboard moldings."
Bespoke Wood Products,TT-COC-1841,United Kingdom,Europe,"Unit 8 Kelleythorpe Industrial Estate, Driffield, East Yorkshire, YO25 9DJ",Linda Aylett,01377 253143,01377 253340,Lyn.aylett@btopenworld.com ,,16.01.04,15.01.09,"Bird Boxes, Feeders and Tables, Wild Life Boxes and Feeders, Benches, Tables, Planters."
Tetra Pak UK Ltd,TT-COC-1922,United Kingdom,Europe,Tetra Pak UK Ltd Bedwell Road Cross Lanes Wrexham Clwyd LL13 0UT Wales UK,,Fax: ,,03.11.03,02.11.08,Laminated liquid food cartons,,
Palgrave Brown (UK) Ltd,TT-COC-1808,United Kingdom,Europe,North East Avenue Brinscall Chorley Lancashire PR6 8LH,,Fax: ,,19.03.04,18.03.09,The products included in the assessment were the Silktrim MR MDF mouldings.,,
Direct Charcoal Ltd,SGS-COC-1679,United Kingdom,Europe,"Riverside Suite Brough Business Centre, Brough, Bradwell, Sheffield S33 9HG",Peter Briscoe,01433 623696,01433 620388,www.directcharcoal.co.uk,05.03.04,04.03.09,Charcoal,
Capricorn Timber Ltd.,TT-COC-1891,United Kingdom,Europe,"Unit 6B, Marchington Industrial Estate, Marchington, Uttoxeter, Staffordshire ST14 8LP.",,Fax: ,,05.04.04,04.04.09,"The procurement, stocking, machining and distribution of ‘Clear Grade Softwoods and Hardwoods’",,
Kingslake Resources Ltd,SA-COC-1333,United Kingdom,Europe,"Bolton Farm, Lyndshall, Kington, Hereford. HR5 3JY",Richard Bostock,01544 340 657,01544 340 672,richard@nestbox.co.uk ,,16.02.04,15.02.09,nestboxes
UPM Kymmene (UK) Ltd,TT-COC-1742,United Kingdom,Europe,Caledonian Paper Meadowhead Road Shewalton Irvine KA11 5AT,Ms Sharon Gallagher,01294 312020,01294 314400,,12.12.03,11.12.08,Lightweight coated paper.,
Stora Enso Timber Ltd,TT-COC-1966,United Kingdom,Europe,"Stora Enso House, New Mill Road, Orpington, Kent, BR5 3TW",Mr E Valikangas,01689 836911,01689 897294,Erkki.valikangas@storaenso.com ,,31.08.04,30.08.09,Sawn and Processed European Redwood and Whitewood
Charles Ransford Ltd.,TT-COC-1931,United Kingdom,Europe,Mr Gordon Waugh Charles Ransford Ltd Station Street Bishop’s Castle Shropshire SY9 5AQ,Gordon Waught,01588 638331,01588 630491,Gwaugh@ransfords.co.uk ,,07.04.04,06.04.09,"Timber species purchased are Larch, Douglas Fir and Spruce. The products manufactured from these species are fencing, pallet boards and general constructional products. Fencing represents 80% of the total products produced"
Y Goldberg & Sons Ltd.,SA-COC-1317,United Kingdom,Europe,Waterloo Road Uxbridge Middlesex UB8 2QX,Richard Hunt,01895 253491,r.hunt@goldberg.uk.com ,,23.12.03,22.12.08,,
Ofquest,SGS-COC-1590,United Kingdom,Europe,Warpsgrove Lane Chalgrove Oxfordshire OX44 7TH,Hywel Davies,01865 893660,01865 891427,hyweld@desking.co.uk ,,11.12.03,10.12.04,Office furniture
Robbins Timber,TT-COC-1892,United Kingdom,Europe,Robbins Timber Brookgate Ashton Vale Trading Estate Bristol Avon BS3 2UN,Richard Bagnall,0117 963 3136,0117 963 7927,richardb@robbins.co.uk ,www.robbins.co.uk,12.08.03,11.08.08,"Purchasing, processing, sales and distribution of FSC-endorsed structural and joinery softwoods"
"Trunkstyle Ltd,",TT-COC-1873,United Kingdom,Europe,"54 Cambridge Street, Godmanchester, Huntingdon, Cambridgeshire PE29 2AY",Mr RS Rogers,0044 (0) 1480 454123,0044 (0) 1480 455011,roy@trunkstyle.co.uk ,www.trunkstyle.co.uk,19.09.03,19.09.08,"The importation, sales and distribution of FSC certified European Hardwoods"
George Buckton Ltd,TT-COC-1924,United Kingdom,Europe,Killingwoldgraves Lane Bishop Burton Beverley East Yorkshire HU17 8GB,Mr Sam Marriage,01964 550761,01964 551870,sam.marriage@cranswick.co.uk ,,03.12.03,02.12.08,Premium Bird Table
Scott Timber Ltd,TT-COC-1533,United Kingdom,Europe,Forties Campus Ltd Rosyth Europarc Rosyth Fife KY11 2XS,Mr Alan Moir,01383 435700,01383 435701,alan@pallet.co.uk ,,16.01.04,15.01.09,"The manufacture, sales and distribution of FSC certified softwood pallets"
Travis Perkins Branches,TT-COC-1671,United Kingdom,Europe,Head Office Lodge Way House Lodge Way Harlestone Road Northampton NN5 7UG,Ian Goldsmith,01604 752424,01604 588294,ian.goldsmith@travisperkins.co.uk ,,09.02.04,30.07.08,"Imported and British softwood, hardwood, chipboard, plywood, oriented strand board, medium density fibreboard products."
Finnforest UK Ltd,TT-COC-1766,United Kingdom,Europe,Head Office The Heights 59/65 Lowlands Road Harrow on the Hill Middlesex HA1 3AE,Rachel Butler,01205 362461,01205 352644,,28.11.03,20.11.08,Softwood timber products and panel products,
Factor 39 Special Projects Ltd,TT-COC-1743,United Kingdom,Europe,Factor 39 Special Projects Ltd Unit 5 Thorne Farm Thorn Hill Minster Thanet Ramsgate Kent CT12 5DS,Andy Croud,01843 825677,01843 825679,info@factor39.com ,www.factor39.com,24.06.03,23.06.08,"Office desking products incorporating FSC endorsed hardwoods, softwoods and panel products."
CF Anderson & Son Ltd,TT-COC-1814,United Kingdom,Europe,228 London Road Marks Tey Colchester Essex CO6 1HD,Lee Wooldridge,01206 211666,01206 212450,,19.09.03,19.09.08,"Softwood, hardwood, plywood, chipboard, OSB, MDF.",
Senator International Ltd,TT-COC-1641,United Kingdom,Europe,"Sykeside Drive, Altham Business Park, Accrington, Lancashire, BB5 5YE",Ken Holden,01282 725000,01282 725023,,16.07.03,16.07.08,Office Desking Products,
Benfield ATT Limited,TT-COC-1928,United Kingdom,Europe,Castle Way Severn Bridge Industrial Estate Portskewett Caldicot Monmouthshire NP26 5PR,Ms Freda Sanders,01291 437050,01291 437051,fredas@adtimtec.com ,,12.01.04,19.12.08,"The design, manufacture, sales and distribution of FSC certified engineered timber structures"
Travis Perkins Sawmills,TT-COC-1848,United Kingdom,Europe,Head Office Lodge Way House Lodge Way Harlestone Road Northampton NN5 7UG,Ian Goldsmith,01604 752424,01604 588294,ian.goldsmith@travisperkins.co.uk ,,19.11.04,30.11.08,"Imported and British softwoods, hardwoods, chipboard, plywood, oriented strand board, medium density fibreboard products."
The Surelock McGill Group,TT-COC-1818,United Kingdom,Europe,"26 The Business Centre, Molly Millers Lane, Wokingham, Berkshire, RG41 2QY",Mr Kevin Fuller,0118 977 2525,0118 977 1913,Info@surelock.co.uk ,,31.10.03,30.10.08,"Doors, Security Doors and Door Sets."
Deane & Amos Shopfitting Ltd,TT-COC-1826,United Kingdom,Europe,"South Portway Close, Round Spinney, Northampton, NN3 8RH",Mr Robert P Mills,01604 790 990,01604 644 644,Bob.mills@deane-amos.co.uk ,,23.10.03,22.10.08,"European Redwood, Whitewood, Hardwood, Plywood, Chipboard, MDF and Joinery Products."
Hazlin of Ludlow Ltd,TT-COC-1901,United Kingdom,Europe,"Station Works, Bromfield, Near Ludlow, Shropshire, SY8 2BT",Mr Christopher Jones,01584 856 439,01584 856 520,Chris.jones@hazlin.co.uk ,,16.01.04,15.01.09,"Doorsets, Doors, Panels & Joinery that may be Veneered or Solid Timber Species."
MBM Forest Products Ltd,TT-COC-1906,United Kingdom,Europe,"MBM House, Main Gate, Tilbury Freeport, Tilbury, Essex, RM18 7BQ",Mr Aidan Hudson,01375 856 745,01375 855 412,Aidan.hudson@mbmfp.co.uk ,,05.12.03,04.12.08,"MDF, Chipboard, Plywood, OSB, Door Blanks."
Timber Direct,TT-COC-1917,United Kingdom,Europe,"Elgar Road, Reading, RG2 0BU",Mr Peter Ramsden,0118 9751 666,0118 9313 913,Sales@timberdirect.co.uk ,,19.12.03,18.12.08,European Redwood and Whitewood.
EFG Matthews Office Furniture Ltd,TT-COC-1925,United Kingdom,Europe,"PO Box, 70 Reginald Road, St Helens, Lancashire, WA9 4JE",Mr Dave Huss,01744 831188,01744 819431,Dave.huss@efgmatthews.co.uk ,,03.11.03,02.11.08,"Desks, Storage Cupboards, Tables."
Hanson Plywood,TT-COC-1834,United Kingdom,Europe,Drakes Industrial Estate Shay Lane Ovenden Halifax HX3 6RL,Gary Scott,01422 330444,01422 330706,Richardn@hanson-plywood.co.uk ,,11.11.03,10.11.08,"Chipboard, MDF, OSB, Plywood, Blockboard and Door Blanks"
Leaderflush Shapland Ltd,TT-COC-1844,United Kingdom,Europe,Raleigh Works Barnstaple North Devon EX31 2AA,Steve Bell,0870 2400666,0870 2400777,Enquiries@lsleaderflushshapland.co.uk ,,05.12.03,04.12.08,"Lamcor NF Doors, Lamcor FD 30 Doors, Lamcor FD 60 Doors, solid door frames."
The Carleton Furniture Group,TT-COC-1737,United Kingdom,Europe,Mill Dam Lane Monkhill Pontefract West Yorkshire WF8 2NS,Mr Carl Mickelthwaite,01977 700770,01977 708740,carlm@carltonfurniture.co.uk ,,08.07.03,07.07.08,"Desks, Pedestals, Tables, Storage Cupboards."
Arnold Laver & Co Ltd Olympic Sawmills,TT-COC-1673,United Kingdom,Europe,Olympic Sawmills Oxclose Park Road North Sheffield S20 8GN,,Fax: ,,11.06.04,10.06.09,"Machined hardwoods and softwoods, sawn softwood including carcassing, sawn hardwood, plywood, blockboard, laminated boards, chipboards, OSB, MDF, doors, fencing, decking, engineered woods products including trussed rafters",,
Global Timber Frame Ltd,TT-COC-1954,United Kingdom,Europe,Global House The Gloucesters Luckyn Lane Pipps Hill Industrial Estate Basildon Essex SS14 3AX,,Fax: ,,04.06.04,03.06.09,The scope of the company’s scope of certification is to be: The sale and manufacture and supply of certified Timber Frame Structures and Joinery Products.,,
Brown & Carroll (London) Ltd,TT-COC-1875,United Kingdom,Europe,6 Robert Way Heron Trading Estate Wickford Essex SS11 8DD,Mr Paul Carroll,01268 763 232,01268 763 230,Info@brown-carroll.co.uk ,,12.08.04,11.08.09,Furniture and fittings made from fibreboard and solid wood
Starbank Panel Products Ltd,TT-COC-1970,United Kingdom,Europe,Sankey Valley Industrial Estate Newton-le-Willows Merseyside WA12 8AJ,Mr John McCaffrey,01925 223965,01925 220726,Johnmcc@starbank-uk.com ,,12.08.04,11.08.09,"MFC 2000m³, MFMDF 200m³,Raw MDF 2500m³, Raw Chipboard 2500m³"
Cavalier Marketing Ltd,SW-COC-1265,United Kingdom,Europe,"North Dean Road, Off West Lane Keighley, BD22 6QS Yorkshire,",Mr. Chris Iles,44 1535 613857,44 1535 613831,chrisI@cavaliermarketing.co.uk ,,12.07.04,07.11.09,"Bathroom accessories bathroom furniture, as flatpack"
George Harrison Ltd,TT-COC-1978,United Kingdom,Europe,Selsdon House 212-220 Addington Road South Croydon Surrey CR2 8LD,,Fax: ,,18.08.04,17.08.09,FSC Certified softwoods.,,
STP Group Ltd,SA-COC-1372,United Kingdom,Europe,"Watford Bridge Works, Unit G1, Tyler Close, Normanton Industrial Estate, Normanton, Wakefield, W Yorkshire, WF6 1RL",Ron Cohen,01924 899400,01924 899401,r.cohen@stpgroup.co.uk ,,08.04.04,07.04.09,One line of Ledge and Brace (L&B) and Framed ledged & brace doors (FL&B) made entirely from volume credit material.
International Plywood,SA-COC-1305,United Kingdom,Europe,"Innsworth Tecnology Park, Innsworth Lane, Gloucheter, GL3 1DL",Steven Bryan,01452 731493,01452 731497,steve@plywooduk.com ,,24.10.03,24.10.08,Plywood and timber products containg at least 30%certified fibre
SCA Timber Supplies,SA-COC-1330,United Kingdom,Europe,"Etruscan Street, Eturia, Stoke on Trent, Staffordshire, ST1 5PG",Bob Bastow,01782 224 202,01782 224200,Bob.bastow@sca-supply.co.uk ,,25.03.04,24.03.05,"Sawn and machined softwood timber, sheet material"
Morris Office Furniture Ltd,TT-COC-1976,United Kingdom,Europe,24 Rosette Road Glasgow G5 0YD Scotland UK,,Fax: ,,08.08.04,07.08.09,Office Design products,,
CRE Energy Ltd.,SW-COC-1293,United Kingdom,Europe,"Scottish Power, Strategic Transactions, Cathcart Business Park, Spean Street Glasgow, G44 4BE,",Mr. Stuart Mason,0044 141 568 4417,0044 141 568 4499,stuart.mason@scottishpower.com ,,25.08.04,24.08.09,Standing timber 40000
AB Lewis Ltd,TT-COC-1756,United Kingdom,Europe,Dolphin House Stephenson’s Way Formby Merseyside L37 8EG,Mr James Lewis,Fax: ,,24.02.04,23.02.09,"The purchasing, sales and distribution of FSC certified of FSC certified hardwoods",,
Wentwood Timber Centre,SA-COC-1368,United Kingdom,Europe,"Old Commission Offices, Wentwood, Llanfaches, Caldicot, Monmouthshire, NP26 3AZ",Tudor Morgan,01633 4000720,01633 400274,tudormorgan@monmouthshire.gov.uk ,,19.07.04,18.07.09,"Sawn hard wood products, green, air dried and kiln dried. Including through and through boards, square sawn timber, beams, sawn fencing, flooring"
Bell Fire Surrounds,TT-COC-1935,United Kingdom,Europe,Beckside Mills Beckside Lane Bradford BD23 2JX,Mr Mark Schofield,Fax: ,,23.08.04,22.08.09,"Fire surrounds and electrical suites made from MDF, Veneered MDF and softwood.",,
Palmer Timber Ltd.,TT-COC-1097,United Kingdom,Europe,"Granville Works, Station Road, Cradley Heath, West Midlands, B64 6PW",Mr Kevin Edmonds,0121 559 5511,0121 561 4562,Kevin@palmertimber.co.uk ,,19.08.04,18.08.09,"The Processing, Sales and Distribution of FSC Endorsed Sawn and Machined Hardwood and Softwood."
Whitmores Timber Co Ltd,TT-COC-1868,United Kingdom,Europe,"Main Road, Claybrooke Magna, Lutterworth, Leicestershire, LE17 5AQ",Andrew Rankine,01455 209121,01455 209041,Arankine@whitmores.co.uk ,,18.09.04,19.09.09,European and American Sawn and Machined Hardwoods and Softwoods.
The Sloane Group,SGS-COC-1825,United Kingdom,Europe,"2-20 Booth Drive, Park Farm Estate Wellingborough Northants NN8 6GR",George Jobe,01933 401555,01933 400507,george.jobe@sloanegroup.co.uk ,,24.08.04,23.08.04,MDF
Kronospan,TT-COC-1913,United Kingdom,Europe,"Holyhead Road Chirk, Wrexham Gwynedd, LL14 5NT",Mr Iain Ferguson,01691 773361,i.ferguson@kronospan.co.uk ,,23.03.00,22.03.05,All Kronospan (Chirk) branded MDF and Particleboard products,
Savage Manufacturing Ltd,SGS-COC-1839,United Kingdom,Europe,Linden Close School Lane Great Torrington Devon EX38 7AL,Terry Corner,01805 624977,,23.09.04,23.09.09,"Purchase, storage, packing and sale of shelving materials made of MDF containing at least 30% FSC-certified material.",,
Watermark Bathroom Accessories Limited,TT-COC-1777,United Kingdom,Europe,"Farnsworth House, Morris Close, Park Farm Industrial Estate, Wellingborough, Northamptonshire, NN8 6XF",Mr Kelvin Wiggett,01933 402 822,01933 402 488,Kwiggett@watermark-accs.co.uk ,,15.10.99,14.10.09,"Light Pulls, Cord Pulls, Cistern Levers and Chain Pulls in Beech (Fagus Sylvatica) and Pine (Pinus Sylvestris)."
Pacific European Timber Agency Ltd.,SGS-COC-1078,United Kingdom,Europe,"White Cross, Lancaster LA 14XH",Mr. RJS Brownill,+ 44 1524 382273,+ 44 1524 841068,,25.06.02,25.06.07,"the purchase and sale of FSC certified rough sawn timber, mouldings and timber engineered components",
Tabula Trading Company Ltd.,SW-COC-1088,United Kingdom,Europe,"Boxtree New Buldings, Barbon, Carnforth, Lancs-LA 6 2 LS",Mr. Nick Barnicoat,44(0)15242 76444,44(0)15242 76344,nick@tabula.co.uk ,www.tabula.co.uk,15.12.03,14.12.08,Picnic tables
Jewson Ltd,TT-COC-1528,United Kingdom,Europe,Jewson Ltd Binley Business Park Coventry CV3 2TT England UK,,Fax: ,,26.01.04,25.01.09,"Chipboard, medium density fibreboard, oriented strand board, plywood and blockboard, and joinery and constructional softwoods and hardwoods.",,
K R Hannaford & Company Limited,TT-COC-1821,United Kingdom,Europe,"Unit 6, Handley Page Way, Colney Street, St Albans, Hertfordshire, AL2 2DQ",Mr Andrew Crawley,020 8440 4444,01923 839 873,Acrawley@krhannaford.co.uk ,,20.05.04,19.05.09,Furniture Products and Mouldings.
Thomas Armstrong (Timber) Ltd.,TT-COC-1658,United Kingdom,Europe,"Thomas Armstrong (Timber) Ltd. Workington Road, Flimby, Maryport, Cumbria, CA15 8RY.",,Fax: ,,14.04.04,13.04.09,"Melamine, foil, and PVC faced chipboard Components in the form of Draw Fronts and Draw Wraps.",,
A&J Sectional Buildings Ltd,SA-COC-1354,United Kingdom,Europe,"Thrapston Road, Finedon, Northants, NN9 5DG, UK",Brian Ely,01933 680086,01933 680214,brian@ajsectional.com ,,23.04.04,22.04.09,FSC credit sheds
Magnet,SA-COC-1355,United Kingdom,Europe,"Royd Ings Ave, Keighley, West Yorkshire, BD21 4BY, UK","Roger Hammond, Technical Services Manager",01535 621429,01535 610291,rhammond@magnet.co.uk ,,23.04.04,22.04.09,A range of redwood windows
Severn Timber Products Ltd (PILOT),SA-COC-1356,United Kingdom,Europe,"Severn Timber Industrial Estate, Welshpool, Powys, SY71 7DF, UK",Tom Gape,01938 554999,01938 554982,tom@severntimber.co.uk ,,23.04.04,22.04.09,FSC credit redwood and whitewood timber
Sandwood Design & Build Ltd,TT-COC-1943,United Kingdom,Europe,Sandwood Design & Build Ltd 155 Tottenham Lane Crouch End London N8 9BT,0208 3488180,0208 3144744,Reg@sandwood.co.uk ,,18.05.04,17.05.09,"Timber frames (softwood), window frames (softwood), doors (hardwood/softwood), panel products (plywood MDF, OSB), cladding (Larch, Cedar, Douglas Fir), second fix products such as skirting and architrave (softwood). If FSC suppliers can be found Sandwood will also include flooring and kitchen units.",
Ruddy Joinery Ltd,TT-COC-1819,United Kingdom,Europe,"Enterprise Way, Flitwick, Bedford, Bedfordshire, MK45 5BS",Mr Lea Morgan,01525 716 603,01525 718 595 / 01525 717 537,Lea.morgan@ruddy.co.uk ,,04.05.04,03.05.09,"Hardwoods, Softwoods and Sheet Materials."
